product_revenue_id,month_end,revenue_amount
PR_A013_PER202502_1,2025-02-28,12211.36
PR_A013_PER202502_2,2025-02-28,8140.91
PR_A014_PER202502_0,2025-02-28,20851.37
PR_A014_PER202502_1,2025-02-28,12510.82
PR_A014_PER202502_2,2025-02-28,8340.55
PR_A015_PER202502_0,2025-02-28,21350.48
PR_A015_PER202502_1,2025-02-28,12810.29
PR_A015_PER202502_2,2025-02-28,8540.19
PR_A016_PER202502_0,2025-02-28,21849.58
PR_A016_PER202502_1,2025-02-28,13109.75
PR_A016_PER202502_2,2025-02-28,8739.83
PR_A017_PER202502_0,2025-02-28,22348.68
PR_A017_PER202502_1,2025-02-28,13409.21
PR_A017_PER202502_2,2025-02-28,8939.47
PR_A018_PER202502_0,2025-02-28,22847.78
PR_A018_PER202502_1,2025-02-28,13708.67
PR_A018_PER202502_2,2025-02-28,9139.11
PR_A019_PER202502_0,2025-02-28,23346.89
PR_A019_PER202502_1,2025-02-28,14008.13
PR_A019_PER202502_2,2025-02-28,9338.75
PR_A020_PER202502_0,2025-02-28,23845.99
PR_A020_PER202502_1,2025-02-28,14307.59
PR_A020_PER202502_2,2025-02-28,9538.39
PR_A021_PER202502_0,2025-02-28,24345.09
PR_A021_PER202502_1,2025-02-28,14607.05
PR_A021_PER202502_2,2025-02-28,9738.04
PR_A022_PER202502_0,2025-02-28,24844.19
PR_A022_PER202502_1,2025-02-28,14906.51
PR_A022_PER202502_2,2025-02-28,9937.68
PR_A023_PER202502_0,2025-02-28,25343.29
PR_A023_PER202502_1,2025-02-28,15205.98
PR_A023_PER202502_2,2025-02-28,10137.32
PR_A024_PER202502_0,2025-02-28,25842.4
PR_A024_PER202502_1,2025-02-28,15505.44
PR_A024_PER202502_2,2025-02-28,10336.96
PR_A025_PER202502_0,2025-02-28,26341.5
PR_A025_PER202502_1,2025-02-28,15804.9
PR_A025_PER202502_2,2025-02-28,10536.6
PR_A026_PER202502_0,2025-02-28,26840.6
PR_A026_PER202502_1,2025-02-28,16104.36
PR_A026_PER202502_2,2025-02-28,10736.24
PR_A027_PER202502_0,2025-02-28,27339.7
PR_A027_PER202502_1,2025-02-28,16403.82
PR_A027_PER202502_2,2025-02-28,10935.88
PR_A028_PER202502_0,2025-02-28,27838.8
PR_A028_PER202502_1,2025-02-28,16703.28
PR_A028_PER202502_2,2025-02-28,11135.52
PR_A029_PER202502_0,2025-02-28,28337.91
PR_A029_PER202502_1,2025-02-28,17002.74
PR_A029_PER202502_2,2025-02-28,11335.16
PR_A030_PER202502_0,2025-02-28,28837.01
PR_A030_PER202502_1,2025-02-28,17302.2
PR_A030_PER202502_2,2025-02-28,11534.8
PR_A031_PER202502_0,2025-02-28,29336.11
PR_A031_PER202502_1,2025-02-28,17601.67
PR_A031_PER202502_2,2025-02-28,11734.44
PR_A032_PER202502_0,2025-02-28,29835.21
PR_A032_PER202502_1,2025-02-28,17901.13
PR_A032_PER202502_2,2025-02-28,11934.08
PR_A033_PER202502_0,2025-02-28,30334.31
PR_A033_PER202502_1,2025-02-28,18200.59
PR_A033_PER202502_2,2025-02-28,12133.73
PR_A034_PER202502_0,2025-02-28,30833.42
PR_A034_PER202502_1,2025-02-28,18500.05
PR_A034_PER202502_2,2025-02-28,12333.37
PR_A035_PER202502_0,2025-02-28,31332.52
PR_A035_PER202502_1,2025-02-28,18799.51
PR_A035_PER202502_2,2025-02-28,12533.01
PR_A036_PER202502_0,2025-02-28,31831.62
PR_A036_PER202502_1,2025-02-28,19098.97
PR_A036_PER202502_2,2025-02-28,12732.65
PR_A037_PER202502_0,2025-02-28,32330.72
PR_A037_PER202502_1,2025-02-28,19398.43
PR_A037_PER202502_2,2025-02-28,12932.29
PR_A038_PER202502_0,2025-02-28,32829.82
PR_A038_PER202502_1,2025-02-28,19697.89
PR_A038_PER202502_2,2025-02-28,13131.93
PR_A039_PER202502_0,2025-02-28,33328.93
PR_A039_PER202502_1,2025-02-28,19997.36
PR_A039_PER202502_2,2025-02-28,13331.57
PR_A040_PER202502_0,2025-02-28,33828.03
PR_A040_PER202502_1,2025-02-28,20296.82
PR_A040_PER202502_2,2025-02-28,13531.21
PR_A041_PER202502_0,2025-02-28,34327.13
PR_A041_PER202502_1,2025-02-28,20596.28
PR_A041_PER202502_2,2025-02-28,13730.85
PR_A042_PER202502_0,2025-02-28,34826.23
PR_A042_PER202502_1,2025-02-28,20895.74
PR_A042_PER202502_2,2025-02-28,13930.49
PR_A043_PER202502_0,2025-02-28,35325.33
PR_A043_PER202502_1,2025-02-28,21195.2
PR_A043_PER202502_2,2025-02-28,14130.13
PR_A044_PER202502_0,2025-02-28,35824.44
PR_A044_PER202502_1,2025-02-28,21494.66
PR_A044_PER202502_2,2025-02-28,14329.77
PR_A045_PER202502_0,2025-02-28,36323.54
PR_A045_PER202502_1,2025-02-28,21794.12
PR_A045_PER202502_2,2025-02-28,14529.42
PR_A046_PER202502_0,2025-02-28,36822.64
PR_A046_PER202502_1,2025-02-28,22093.58
PR_A046_PER202502_2,2025-02-28,14729.06
PR_A047_PER202502_0,2025-02-28,37321.74
PR_A047_PER202502_1,2025-02-28,22393.05
PR_A047_PER202502_2,2025-02-28,14928.7
PR_A048_PER202502_0,2025-02-28,37820.85
PR_A048_PER202502_1,2025-02-28,22692.51
PR_A048_PER202502_2,2025-02-28,15128.34
PR_A049_PER202502_0,2025-02-28,38319.95
PR_A049_PER202502_1,2025-02-28,22991.97
PR_A049_PER202502_2,2025-02-28,15327.98
PR_A050_PER202502_0,2025-02-28,38819.05
PR_A050_PER202502_1,2025-02-28,23291.43
PR_A050_PER202502_2,2025-02-28,15527.62
PR_A051_PER202502_0,2025-02-28,32240.88
PR_A051_PER202502_1,2025-02-28,19344.53
PR_A051_PER202502_2,2025-02-28,12896.35
PR_A052_PER202502_0,2025-02-28,32650.15
PR_A052_PER202502_1,2025-02-28,19590.09
PR_A052_PER202502_2,2025-02-28,13060.06
PR_A053_PER202502_0,2025-02-28,33059.41
PR_A053_PER202502_1,2025-02-28,19835.65
PR_A053_PER202502_2,2025-02-28,13223.76
PR_A054_PER202502_0,2025-02-28,33468.68
PR_A054_PER202502_1,2025-02-28,20081.21
PR_A054_PER202502_2,2025-02-28,13387.47
PR_A055_PER202502_0,2025-02-28,33877.94
PR_A055_PER202502_1,2025-02-28,20326.76
PR_A055_PER202502_2,2025-02-28,13551.18
PR_A056_PER202502_0,2025-02-28,34287.2
PR_A056_PER202502_1,2025-02-28,20572.32
PR_A056_PER202502_2,2025-02-28,13714.88
PR_A057_PER202502_0,2025-02-28,34696.47
PR_A057_PER202502_1,2025-02-28,20817.88
PR_A057_PER202502_2,2025-02-28,13878.59
PR_A058_PER202502_0,2025-02-28,35105.73
PR_A058_PER202502_1,2025-02-28,21063.44
PR_A058_PER202502_2,2025-02-28,14042.29
PR_A059_PER202502_0,2025-02-28,35514.99
PR_A059_PER202502_1,2025-02-28,21309.0
PR_A059_PER202502_2,2025-02-28,14206.0
PR_A060_PER202502_0,2025-02-28,35924.26
PR_A060_PER202502_1,2025-02-28,21554.55
PR_A060_PER202502_2,2025-02-28,14369.7
PR_A001_PER202503_0,2025-03-31,16606.94
PR_A001_PER202503_1,2025-03-31,9964.16
PR_A001_PER202503_2,2025-03-31,6642.77
PR_A002_PER202503_0,2025-03-31,17184.01
PR_A002_PER202503_1,2025-03-31,10310.41
PR_A002_PER202503_2,2025-03-31,6873.6
PR_A003_PER202503_0,2025-03-31,17761.09
PR_A003_PER202503_1,2025-03-31,10656.65
PR_A003_PER202503_2,2025-03-31,7104.43
PR_A004_PER202503_0,2025-03-31,18338.16
PR_A004_PER202503_1,2025-03-31,11002.9
PR_A004_PER202503_2,2025-03-31,7335.26
PR_A005_PER202503_0,2025-03-31,18915.24
PR_A005_PER202503_1,2025-03-31,11349.14
PR_A005_PER202503_2,2025-03-31,7566.09
PR_A006_PER202503_0,2025-03-31,19492.31
PR_A006_PER202503_1,2025-03-31,11695.39
PR_A006_PER202503_2,2025-03-31,7796.92
PR_A007_PER202503_0,2025-03-31,20069.39
PR_A007_PER202503_1,2025-03-31,12041.63
PR_A007_PER202503_2,2025-03-31,8027.75
PR_A008_PER202503_0,2025-03-31,20646.46
PR_A008_PER202503_1,2025-03-31,12387.88
PR_A008_PER202503_2,2025-03-31,8258.58
PR_A009_PER202503_0,2025-03-31,21223.54
PR_A009_PER202503_1,2025-03-31,12734.12
PR_A009_PER202503_2,2025-03-31,8489.41
PR_A010_PER202503_0,2025-03-31,21800.61
PR_A010_PER202503_1,2025-03-31,13080.37
PR_A010_PER202503_2,2025-03-31,8720.24
PR_A011_PER202503_0,2025-03-31,18964.14
PR_A011_PER202503_1,2025-03-31,11378.49
PR_A011_PER202503_2,2025-03-31,7585.66
PR_A012_PER202503_0,2025-03-31,19453.19
PR_A012_PER202503_1,2025-03-31,11671.91
PR_A012_PER202503_2,2025-03-31,7781.28
PR_A013_PER202503_0,2025-03-31,19942.24
PR_A013_PER202503_1,2025-03-31,11965.34
PR_A013_PER202503_2,2025-03-31,7976.89
PR_A014_PER202503_0,2025-03-31,20431.28
PR_A014_PER202503_1,2025-03-31,12258.77
PR_A014_PER202503_2,2025-03-31,8172.51
PR_A015_PER202503_0,2025-03-31,20920.33
PR_A015_PER202503_1,2025-03-31,12552.2
PR_A015_PER202503_2,2025-03-31,8368.13
PR_A016_PER202503_0,2025-03-31,21409.38
PR_A016_PER202503_1,2025-03-31,12845.63
PR_A016_PER202503_2,2025-03-31,8563.75
PR_A017_PER202503_0,2025-03-31,21898.42
PR_A017_PER202503_1,2025-03-31,13139.05
PR_A017_PER202503_2,2025-03-31,8759.37
PR_A018_PER202503_0,2025-03-31,22387.47
PR_A018_PER202503_1,2025-03-31,13432.48
PR_A018_PER202503_2,2025-03-31,8954.99
PR_A019_PER202503_0,2025-03-31,22876.51
PR_A019_PER202503_1,2025-03-31,13725.91
PR_A019_PER202503_2,2025-03-31,9150.61
PR_A020_PER202503_0,2025-03-31,23365.56
PR_A020_PER202503_1,2025-03-31,14019.34
PR_A020_PER202503_2,2025-03-31,9346.22
PR_A021_PER202503_0,2025-03-31,23854.61
PR_A021_PER202503_1,2025-03-31,14312.76
PR_A021_PER202503_2,2025-03-31,9541.84
PR_A022_PER202503_0,2025-03-31,24343.65
PR_A022_PER202503_1,2025-03-31,14606.19
PR_A022_PER202503_2,2025-03-31,9737.46
PR_A023_PER202503_0,2025-03-31,24832.7
PR_A023_PER202503_1,2025-03-31,14899.62
PR_A023_PER202503_2,2025-03-31,9933.08
PR_A024_PER202503_0,2025-03-31,25321.75
PR_A024_PER202503_1,2025-03-31,15193.05
PR_A024_PER202503_2,2025-03-31,10128.7
PR_A025_PER202503_0,2025-03-31,25810.79
PR_A025_PER202503_1,2025-03-31,15486.48
PR_A025_PER202503_2,2025-03-31,10324.32
PR_A026_PER202503_0,2025-03-31,26299.84
PR_A026_PER202503_1,2025-03-31,15779.9
PR_A026_PER202503_2,2025-03-31,10519.94
PR_A027_PER202503_0,2025-03-31,26788.89
PR_A027_PER202503_1,2025-03-31,16073.33
PR_A027_PER202503_2,2025-03-31,10715.56
PR_A028_PER202503_0,2025-03-31,27277.93
PR_A028_PER202503_1,2025-03-31,16366.76
PR_A028_PER202503_2,2025-03-31,10911.17
PR_A029_PER202503_0,2025-03-31,27766.98
PR_A029_PER202503_1,2025-03-31,16660.19
PR_A029_PER202503_2,2025-03-31,11106.79
PR_A030_PER202503_0,2025-03-31,28256.03
PR_A030_PER202503_1,2025-03-31,16953.62
PR_A030_PER202503_2,2025-03-31,11302.41
PR_A031_PER202503_0,2025-03-31,28745.07
PR_A031_PER202503_1,2025-03-31,17247.04
PR_A031_PER202503_2,2025-03-31,11498.03
PR_A032_PER202503_0,2025-03-31,29234.12
PR_A032_PER202503_1,2025-03-31,17540.47
PR_A032_PER202503_2,2025-03-31,11693.65
PR_A033_PER202503_0,2025-03-31,29723.17
PR_A033_PER202503_1,2025-03-31,17833.9
PR_A033_PER202503_2,2025-03-31,11889.27
PR_A034_PER202503_0,2025-03-31,30212.21
PR_A034_PER202503_1,2025-03-31,18127.33
PR_A034_PER202503_2,2025-03-31,12084.89
PR_A035_PER202503_0,2025-03-31,30701.26
PR_A035_PER202503_1,2025-03-31,18420.76
PR_A035_PER202503_2,2025-03-31,12280.5
PR_A036_PER202503_0,2025-03-31,31190.31
PR_A036_PER202503_1,2025-03-31,18714.18
PR_A036_PER202503_2,2025-03-31,12476.12
PR_A037_PER202503_0,2025-03-31,31679.35
PR_A037_PER202503_1,2025-03-31,19007.61
PR_A037_PER202503_2,2025-03-31,12671.74
PR_A038_PER202503_0,2025-03-31,32168.4
PR_A038_PER202503_1,2025-03-31,19301.04
PR_A038_PER202503_2,2025-03-31,12867.36
PR_A039_PER202503_0,2025-03-31,32657.45
PR_A039_PER202503_1,2025-03-31,19594.47
PR_A039_PER202503_2,2025-03-31,13062.98
PR_A040_PER202503_0,2025-03-31,33146.49
PR_A040_PER202503_1,2025-03-31,19887.9
PR_A040_PER202503_2,2025-03-31,13258.6
PR_A041_PER202503_0,2025-03-31,33635.54
PR_A041_PER202503_1,2025-03-31,20181.32
PR_A041_PER202503_2,2025-03-31,13454.22
PR_A042_PER202503_0,2025-03-31,34124.59
PR_A042_PER202503_1,2025-03-31,20474.75
PR_A042_PER202503_2,2025-03-31,13649.84
PR_A043_PER202503_0,2025-03-31,34613.63
PR_A043_PER202503_1,2025-03-31,20768.18
PR_A043_PER202503_2,2025-03-31,13845.45
PR_A044_PER202503_0,2025-03-31,35102.68
PR_A044_PER202503_1,2025-03-31,21061.61
PR_A044_PER202503_2,2025-03-31,14041.07
PR_A045_PER202503_0,2025-03-31,35591.73
PR_A045_PER202503_1,2025-03-31,21355.04
PR_A045_PER202503_2,2025-03-31,14236.69
PR_A046_PER202503_0,2025-03-31,36080.77
PR_A046_PER202503_1,2025-03-31,21648.46
PR_A046_PER202503_2,2025-03-31,14432.31
PR_A047_PER202503_0,2025-03-31,36569.82
PR_A047_PER202503_1,2025-03-31,21941.89
PR_A047_PER202503_2,2025-03-31,14627.93
PR_A048_PER202503_0,2025-03-31,37058.87
PR_A048_PER202503_1,2025-03-31,22235.32
PR_A048_PER202503_2,2025-03-31,14823.55
PR_A049_PER202503_0,2025-03-31,37547.91
PR_A049_PER202503_1,2025-03-31,22528.75
PR_A049_PER202503_2,2025-03-31,15019.17
PR_A050_PER202503_0,2025-03-31,38036.96
PR_A050_PER202503_1,2025-03-31,22822.18
PR_A050_PER202503_2,2025-03-31,15214.78
PR_A051_PER202503_0,2025-03-31,31591.33
PR_A051_PER202503_1,2025-03-31,18954.8
PR_A051_PER202503_2,2025-03-31,12636.53
PR_A052_PER202503_0,2025-03-31,31992.34
PR_A052_PER202503_1,2025-03-31,19195.41
PR_A052_PER202503_2,2025-03-31,12796.94
PR_A053_PER202503_0,2025-03-31,32393.36
PR_A053_PER202503_1,2025-03-31,19436.02
PR_A053_PER202503_2,2025-03-31,12957.35
PR_A054_PER202503_0,2025-03-31,32794.38
PR_A054_PER202503_1,2025-03-31,19676.63
PR_A054_PER202503_2,2025-03-31,13117.75
PR_A055_PER202503_0,2025-03-31,33195.4
PR_A055_PER202503_1,2025-03-31,19917.24
PR_A055_PER202503_2,2025-03-31,13278.16
PR_A056_PER202503_0,2025-03-31,33596.42
PR_A056_PER202503_1,2025-03-31,20157.85
PR_A056_PER202503_2,2025-03-31,13438.57
PR_A057_PER202503_0,2025-03-31,33997.44
PR_A057_PER202503_1,2025-03-31,20398.46
PR_A057_PER202503_2,2025-03-31,13598.97
PR_A058_PER202503_0,2025-03-31,34398.45
PR_A058_PER202503_1,2025-03-31,20639.07
PR_A058_PER202503_2,2025-03-31,13759.38
PR_A059_PER202503_0,2025-03-31,34799.47
PR_A059_PER202503_1,2025-03-31,20879.68
PR_A059_PER202503_2,2025-03-31,13919.79
PR_A060_PER202503_0,2025-03-31,35200.49
PR_A060_PER202503_1,2025-03-31,21120.29
PR_A060_PER202503_2,2025-03-31,14080.2
PR_A001_PER202504_0,2025-04-30,16119.51
PR_A001_PER202504_1,2025-04-30,9671.71
PR_A001_PER202504_2,2025-04-30,6447.8
PR_A002_PER202504_0,2025-04-30,16679.65
PR_A002_PER202504_1,2025-04-30,10007.79
PR_A002_PER202504_2,2025-04-30,6671.86
PR_A003_PER202504_0,2025-04-30,17239.78
PR_A003_PER202504_1,2025-04-30,10343.87
PR_A003_PER202504_2,2025-04-30,6895.91
PR_A004_PER202504_0,2025-04-30,17799.92
PR_A004_PER202504_1,2025-04-30,10679.95
PR_A004_PER202504_2,2025-04-30,7119.97
PR_A005_PER202504_0,2025-04-30,18360.06
PR_A005_PER202504_1,2025-04-30,11016.04
PR_A005_PER202504_2,2025-04-30,7344.02
PR_A006_PER202504_0,2025-04-30,18920.2
PR_A006_PER202504_1,2025-04-30,11352.12
PR_A006_PER202504_2,2025-04-30,7568.08
PR_A007_PER202504_0,2025-04-30,19480.33
PR_A007_PER202504_1,2025-04-30,11688.2
PR_A007_PER202504_2,2025-04-30,7792.13
PR_A008_PER202504_0,2025-04-30,20040.47
PR_A008_PER202504_1,2025-04-30,12024.28
PR_A008_PER202504_2,2025-04-30,8016.19
PR_A009_PER202504_0,2025-04-30,20600.61
PR_A009_PER202504_1,2025-04-30,12360.37
PR_A009_PER202504_2,2025-04-30,8240.24
PR_A010_PER202504_0,2025-04-30,21160.75
PR_A010_PER202504_1,2025-04-30,12696.45
PR_A010_PER202504_2,2025-04-30,8464.3
PR_A011_PER202504_0,2025-04-30,18407.53
PR_A011_PER202504_1,2025-04-30,11044.52
PR_A011_PER202504_2,2025-04-30,7363.01
PR_A012_PER202504_0,2025-04-30,18882.22
PR_A012_PER202504_1,2025-04-30,11329.33
PR_A012_PER202504_2,2025-04-30,7552.89
PR_A013_PER202504_0,2025-04-30,19356.91
PR_A013_PER202504_1,2025-04-30,11614.15
PR_A013_PER202504_2,2025-04-30,7742.77
PR_A014_PER202504_0,2025-04-30,19831.61
PR_A014_PER202504_1,2025-04-30,11898.96
PR_A014_PER202504_2,2025-04-30,7932.64
PR_A015_PER202504_0,2025-04-30,20306.3
PR_A015_PER202504_1,2025-04-30,12183.78
PR_A015_PER202504_2,2025-04-30,8122.52
PR_A016_PER202504_0,2025-04-30,20780.99
PR_A016_PER202504_1,2025-04-30,12468.6
PR_A016_PER202504_2,2025-04-30,8312.4
PR_A017_PER202504_0,2025-04-30,21255.69
PR_A017_PER202504_1,2025-04-30,12753.41
PR_A017_PER202504_2,2025-04-30,8502.27
PR_A018_PER202504_0,2025-04-30,21730.38
PR_A018_PER202504_1,2025-04-30,13038.23
PR_A018_PER202504_2,2025-04-30,8692.15
PR_A019_PER202504_0,2025-04-30,22205.07
PR_A019_PER202504_1,2025-04-30,13323.04
PR_A019_PER202504_2,2025-04-30,8882.03
PR_A020_PER202504_0,2025-04-30,22679.76
PR_A020_PER202504_1,2025-04-30,13607.86
PR_A020_PER202504_2,2025-04-30,9071.91
PR_A021_PER202504_0,2025-04-30,23154.46
PR_A021_PER202504_1,2025-04-30,13892.67
PR_A021_PER202504_2,2025-04-30,9261.78
PR_A022_PER202504_0,2025-04-30,23629.15
PR_A022_PER202504_1,2025-04-30,14177.49
PR_A022_PER202504_2,2025-04-30,9451.66
PR_A023_PER202504_0,2025-04-30,24103.84
PR_A023_PER202504_1,2025-04-30,14462.3
PR_A023_PER202504_2,2025-04-30,9641.54
PR_A024_PER202504_0,2025-04-30,24578.53
PR_A024_PER202504_1,2025-04-30,14747.12
PR_A024_PER202504_2,2025-04-30,9831.41
PR_A025_PER202504_0,2025-04-30,25053.23
PR_A025_PER202504_1,2025-04-30,15031.94
PR_A025_PER202504_2,2025-04-30,10021.29
PR_A026_PER202504_0,2025-04-30,25527.92
PR_A026_PER202504_1,2025-04-30,15316.75
PR_A026_PER202504_2,2025-04-30,10211.17
PR_A027_PER202504_0,2025-04-30,26002.61
PR_A027_PER202504_1,2025-04-30,15601.57
PR_A027_PER202504_2,2025-04-30,10401.04
PR_A028_PER202504_0,2025-04-30,26477.31
PR_A028_PER202504_1,2025-04-30,15886.38
PR_A028_PER202504_2,2025-04-30,10590.92
PR_A029_PER202504_0,2025-04-30,26952.0
PR_A029_PER202504_1,2025-04-30,16171.2
PR_A029_PER202504_2,2025-04-30,10780.8
PR_A030_PER202504_0,2025-04-30,27426.69
PR_A030_PER202504_1,2025-04-30,16456.01
PR_A030_PER202504_2,2025-04-30,10970.68
PR_A031_PER202504_0,2025-04-30,27901.38
PR_A031_PER202504_1,2025-04-30,16740.83
PR_A031_PER202504_2,2025-04-30,11160.55
PR_A032_PER202504_0,2025-04-30,28376.08
PR_A032_PER202504_1,2025-04-30,17025.65
PR_A032_PER202504_2,2025-04-30,11350.43
PR_A033_PER202504_0,2025-04-30,28850.77
PR_A033_PER202504_1,2025-04-30,17310.46
PR_A033_PER202504_2,2025-04-30,11540.31
PR_A034_PER202504_0,2025-04-30,29325.46
PR_A034_PER202504_1,2025-04-30,17595.28
PR_A034_PER202504_2,2025-04-30,11730.18
PR_A035_PER202504_0,2025-04-30,29800.15
PR_A035_PER202504_1,2025-04-30,17880.09
PR_A035_PER202504_2,2025-04-30,11920.06
PR_A036_PER202504_0,2025-04-30,30274.85
PR_A036_PER202504_1,2025-04-30,18164.91
PR_A036_PER202504_2,2025-04-30,12109.94
PR_A037_PER202504_0,2025-04-30,30749.54
PR_A037_PER202504_1,2025-04-30,18449.72
PR_A037_PER202504_2,2025-04-30,12299.82
PR_A038_PER202504_0,2025-04-30,31224.23
PR_A038_PER202504_1,2025-04-30,18734.54
PR_A038_PER202504_2,2025-04-30,12489.69
PR_A039_PER202504_0,2025-04-30,31698.93
PR_A039_PER202504_1,2025-04-30,19019.36
PR_A039_PER202504_2,2025-04-30,12679.57
PR_A040_PER202504_0,2025-04-30,32173.62
PR_A040_PER202504_1,2025-04-30,19304.17
PR_A040_PER202504_2,2025-04-30,12869.45
PR_A041_PER202504_0,2025-04-30,32648.31
PR_A041_PER202504_1,2025-04-30,19588.99
PR_A041_PER202504_2,2025-04-30,13059.32
PR_A042_PER202504_0,2025-04-30,33123.0
PR_A042_PER202504_1,2025-04-30,19873.8
PR_A042_PER202504_2,2025-04-30,13249.2
PR_A043_PER202504_0,2025-04-30,33597.7
PR_A043_PER202504_1,2025-04-30,20158.62
PR_A043_PER202504_2,2025-04-30,13439.08
PR_A044_PER202504_0,2025-04-30,34072.39
PR_A044_PER202504_1,2025-04-30,20443.43
PR_A044_PER202504_2,2025-04-30,13628.96
PR_A045_PER202504_0,2025-04-30,34547.08
PR_A045_PER202504_1,2025-04-30,20728.25
PR_A045_PER202504_2,2025-04-30,13818.83
PR_A046_PER202504_0,2025-04-30,35021.77
PR_A046_PER202504_1,2025-04-30,21013.06
PR_A046_PER202504_2,2025-04-30,14008.71
PR_A047_PER202504_0,2025-04-30,35496.47
PR_A047_PER202504_1,2025-04-30,21297.88
PR_A047_PER202504_2,2025-04-30,14198.59
PR_A048_PER202504_0,2025-04-30,35971.16
PR_A048_PER202504_1,2025-04-30,21582.7
PR_A048_PER202504_2,2025-04-30,14388.46
PR_A049_PER202504_0,2025-04-30,36445.85
PR_A049_PER202504_1,2025-04-30,21867.51
PR_A049_PER202504_2,2025-04-30,14578.34
PR_A050_PER202504_0,2025-04-30,36920.55
PR_A050_PER202504_1,2025-04-30,22152.33
PR_A050_PER202504_2,2025-04-30,14768.22
PR_A051_PER202504_0,2025-04-30,30664.09
PR_A051_PER202504_1,2025-04-30,18398.46
PR_A051_PER202504_2,2025-04-30,12265.64
PR_A052_PER202504_0,2025-04-30,31053.34
PR_A052_PER202504_1,2025-04-30,18632.01
PR_A052_PER202504_2,2025-04-30,12421.34
PR_A053_PER202504_0,2025-04-30,31442.59
PR_A053_PER202504_1,2025-04-30,18865.55
PR_A053_PER202504_2,2025-04-30,12577.04
PR_A054_PER202504_0,2025-04-30,31831.84
PR_A054_PER202504_1,2025-04-30,19099.1
PR_A054_PER202504_2,2025-04-30,12732.74
PR_A055_PER202504_0,2025-04-30,32221.09
PR_A055_PER202504_1,2025-04-30,19332.65
PR_A055_PER202504_2,2025-04-30,12888.43
PR_A056_PER202504_0,2025-04-30,32610.34
PR_A056_PER202504_1,2025-04-30,19566.2
PR_A056_PER202504_2,2025-04-30,13044.13
PR_A057_PER202504_0,2025-04-30,32999.58
PR_A057_PER202504_1,2025-04-30,19799.75
PR_A057_PER202504_2,2025-04-30,13199.83
PR_A058_PER202504_0,2025-04-30,33388.83
PR_A058_PER202504_1,2025-04-30,20033.3
PR_A058_PER202504_2,2025-04-30,13355.53
PR_A059_PER202504_0,2025-04-30,33778.08
PR_A059_PER202504_1,2025-04-30,20266.85
PR_A059_PER202504_2,2025-04-30,13511.23
PR_A060_PER202504_0,2025-04-30,34167.33
PR_A060_PER202504_1,2025-04-30,20500.4
PR_A060_PER202504_2,2025-04-30,13666.93
PR_A001_PER202505_0,2025-05-31,15539.77
PR_A001_PER202505_1,2025-05-31,9323.86
PR_A001_PER202505_2,2025-05-31,6215.91
PR_A002_PER202505_0,2025-05-31,16079.77
PR_A002_PER202505_1,2025-05-31,9647.86
PR_A002_PER202505_2,2025-05-31,6431.91
PR_A003_PER202505_0,2025-05-31,16619.76
PR_A003_PER202505_1,2025-05-31,9971.86
PR_A003_PER202505_2,2025-05-31,6647.9
PR_A004_PER202505_0,2025-05-31,17159.75
PR_A004_PER202505_1,2025-05-31,10295.85
PR_A004_PER202505_2,2025-05-31,6863.9
PR_A005_PER202505_0,2025-05-31,17699.74
PR_A005_PER202505_1,2025-05-31,10619.85
PR_A005_PER202505_2,2025-05-31,7079.9
PR_A006_PER202505_0,2025-05-31,18239.74
PR_A006_PER202505_1,2025-05-31,10943.84
PR_A006_PER202505_2,2025-05-31,7295.89
PR_A007_PER202505_0,2025-05-31,18779.73
PR_A007_PER202505_1,2025-05-31,11267.84
PR_A007_PER202505_2,2025-05-31,7511.89
PR_A008_PER202505_0,2025-05-31,19319.72
PR_A008_PER202505_1,2025-05-31,11591.83
PR_A008_PER202505_2,2025-05-31,7727.89
PR_A009_PER202505_0,2025-05-31,19859.71
PR_A009_PER202505_1,2025-05-31,11915.83
PR_A009_PER202505_2,2025-05-31,7943.88
PR_A010_PER202505_0,2025-05-31,20399.7
PR_A010_PER202505_1,2025-05-31,12239.82
PR_A010_PER202505_2,2025-05-31,8159.88
PR_A011_PER202505_0,2025-05-31,17745.51
PR_A011_PER202505_1,2025-05-31,10647.3
PR_A011_PER202505_2,2025-05-31,7098.2
PR_A012_PER202505_0,2025-05-31,18203.13
PR_A012_PER202505_1,2025-05-31,10921.88
PR_A012_PER202505_2,2025-05-31,7281.25
PR_A013_PER202505_0,2025-05-31,18660.75
PR_A013_PER202505_1,2025-05-31,11196.45
PR_A013_PER202505_2,2025-05-31,7464.3
PR_A014_PER202505_0,2025-05-31,19118.37
PR_A014_PER202505_1,2025-05-31,11471.02
PR_A014_PER202505_2,2025-05-31,7647.35
PR_A015_PER202505_0,2025-05-31,19575.99
PR_A015_PER202505_1,2025-05-31,11745.59
PR_A015_PER202505_2,2025-05-31,7830.39
PR_A016_PER202505_0,2025-05-31,20033.61
PR_A016_PER202505_1,2025-05-31,12020.16
PR_A016_PER202505_2,2025-05-31,8013.44
PR_A017_PER202505_0,2025-05-31,20491.23
PR_A017_PER202505_1,2025-05-31,12294.74
PR_A017_PER202505_2,2025-05-31,8196.49
PR_A018_PER202505_0,2025-05-31,20948.85
PR_A018_PER202505_1,2025-05-31,12569.31
PR_A018_PER202505_2,2025-05-31,8379.54
PR_A019_PER202505_0,2025-05-31,21406.47
PR_A019_PER202505_1,2025-05-31,12843.88
